artists,duration_ms,explicit,id,name,release_date,search_query
Drake,198973.0,True,6DCZcSspjsKoFjzjrWoCdn,God's Plan,2018-06-29,drake god's plan
Drake,189229.0,True,6UjfByV1lDLW0SOVQA4NAi,Gyalchester,2017-03-18,drake gyalchester
Drake,214466.0,True,3qN5qMTKyEEmiTZD38BNTT,I'm Upset,2018-06-29,drake i'm upset
"Drake, Young Thug",250770.0,True,7bJ4mu7MHa3rHiNyKjOoSl,Ice Melts,2017-03-18,drake ice melts
Drake,217925.0,True,2G7V7zsVDxg1yRsu7Ew9RJ,In My Feelings,2018-06-29,drake in my feelings
Drake,226906.0,True,1Tnw0ItH1Macok8gblnPPd,Is There More,2018-06-29,drake is there more
Drake,262453.0,True,4c2xt1trwYZpMqPWY35Xi9,Jaded,2018-06-29,drake jaded
Drake,107673.0,True,13e6f8t7RKXuxZ0JdaaJRG,Jorja Interlude,2017-03-18,drake jorja interlude
"Drake, Giggs",162637.0,True,2jTujnt0y344ai1rNOywgr,KMT,2017-03-18,drake kmt
Drake,305373.0,True,2Na0z2gfN67Rzf0vp74Wi3,Lose You,2017-03-18,drake lose you
Drake,205162.0,False,76gUmNLXGQVOsGhfcshkFP,Madiba Riddim,2017-03-18,drake madiba riddim
Drake,309560.0,True,09lmraDvzBT3pUQ2rUtJzK,March 14,2018-06-29,drake march 14
Drake,205146.0,True,7rC5Pl8rQSX4myONQHYPBK,Mob Ties,2018-06-29,drake mob ties
Drake,210746.0,True,3CA9pLiwRIGtUBiMjbZmRw,Nice For What,2018-06-29,drake nice for what
"Drake, Giggs",149568.0,True,6CfrYuD3YRDYdYvH9jNtXY,No Long Talk,2017-03-18,drake no long talk
Drake,238614.0,True,0TlLq3lA83rQOYtrqBqSct,Nonstop,2018-06-29,drake nonstop
Drake,153724.0,False,6MbH1QiphMCPTqVEVC7UYi,Nothings Into Somethings,2017-03-18,drake nothings into somethings
Drake,298940.0,True,5mCPDVBb16L4XQwDdbRUpz,Passionfruit,2017-03-18,drake passionfruit
Drake,206026.0,True,11L064movtyopGdLiX4sVg,Peak,2018-06-29,drake peak
"Drake, Quavo, Travis Scott",236614.0,True,2bjwRfXMk4uRgOD9IBYl9h,Portland,2017-03-18,drake portland
Drake,207306.0,True,4SUwJA3eUVNHExxMPEUhQe,Ratchet Happy Birthday,2018-06-29,drake ratchet happy birthday
"Drake, 2 Chainz, Young Thug",307593.0,True,0xl1w2q4VLojeXp4JfazPL,Sacrifices,2017-03-18,drake sacrifices
Drake,216333.0,True,6cblRiEGDRNZgowcm951R3,Sandra’s Rose,2018-06-29,drake sandra's rose
Drake,234373.0,False,6Na5uKk5SsqZimk0hAWo8y,Signs,2017-06-23,drake signs
"Drake, PARTYNEXTDOOR",368035.0,False,5JUu0unA8VwhTZ9LkMWUVI,Since Way Back,2017-03-18,drake since way back
Drake,143213.0,True,2dfqS3MRtbLZSZA1IL8xY5,Skepta Interlude,2017-03-18,drake skepta interlude
Drake,247893.0,False,4HG1YiGBseVKzjyKcmAJen,Summer Games,2018-06-29,drake summer games
Drake,136186.0,True,2yg9UN4eo5eMVJ7OB4RWj3,Survival,2018-06-29,drake survival
"Drake, JAY Z",223240.0,True,4ksuI04WMvUnJbHQjgs3L5,Talk Up (feat. Jay-Z),2018-06-29,drake talk up
Drake,219692.0,True,6n3HGiq4v35D6eFOSwqYuo,Teenage Fever,2017-03-18,drake teenage fever
Drake,157605.0,True,41a7dZcq30Ss5kPMayWRV0,That’s How You Feel,2018-06-29,drake that's how you feel
Dua Lipa,217946.0,True,76cy1WJvNGJTj78UqeA5zr,IDGAF,2017-06-02,dua lipa idgaf
Dua Lipa,209320.0,False,2ekn2ttSfGqwhhate0LSR0,New Rules,2017-06-02,dua lipa new rules
Dustin Lynch,194893.0,False,7pxhKtuTwofDIdgHx2DcVK,Seein' Red,2017-09-08,dustin lynch seein' red
Dustin Lynch,205733.0,False,2YMhrXQYKkm4kXLcXKKd5z,Small Town Boy,2017-09-08,dustin lynch small town boy
Dwayne Johnson,163893.0,False,6U4VqEHy4n5VeiH4pQPL24,You're Welcome,2016-11-18,dwayne johnson you're welcome
Dylan Scott,197640.0,False,3izNaTiYdotdPL0Bs76JqO,My Girl,2017-08-04,dylan scott my girl
Easton Corbin,217840.0,False,3AsNVBJ7LHsltdu9490ZiS,A Girl Like You,2017-01-27,easton corbin a girl like you
Ed Sheeran,191146.0,False,3Lfiu5sZ4M4B6JaKMBc0FU,Barcelona,2017-03-03,ed sheeran barcelona
Ed Sheeran,261153.0,False,6PCUP3dWmTjcTtXY02oFdT,Castle on the Hill,2017-03-03,ed sheeran castle on the hill
Ed Sheeran,238440.0,False,51ChrwmUPDJvedPQnIU8Ls,Dive,2017-03-03,ed sheeran dive
Ed Sheeran,227426.0,False,7oolFzHipTMg2nL7shhdz2,Eraser,2017-03-03,ed sheeran eraser
Ed Sheeran,170826.0,False,0afhq8XCExXpqazXczTSve,Galway Girl,2017-03-03,ed sheeran galway girl
Ed Sheeran,207520.0,False,2RttW7RAu5nOAfq6YFvApB,Happier,2017-03-03,ed sheeran happier
Ed Sheeran,248413.0,False,2dfHh7ECGxfNqZTQno09Vk,Hearts Don't Break Around Here,2017-03-03,ed sheeran hearts don't break around here
Ed Sheeran,280533.0,False,6PJ8FF6UR8FZXfEvpHkIVN,How Would You Feel (Paean),2017-03-03,ed sheeran how would you feel (paean)
Ed Sheeran,189280.0,False,5HDPtsnyb3maFmPL8LLUTG,New Man,2017-03-03,ed sheeran new man
Ed Sheeran,263400.0,False,0tgVpDi06FyKpA1z0VMD4v,Perfect,2017-03-03,ed sheeran perfect
Ed Sheeran,233712.0,False,7qiZfU4dY1lWllzX7mPBI3,Shape of You,2017-03-03,ed sheeran shape of you
Ed Sheeran,221106.0,False,4VuS959DSpr82t3qBqCrWG,Supermarket Flowers,2017-03-03,ed sheeran supermarket flowers
Ed Sheeran,237333.0,False,2pJZ1v8HezrAoZ0Fhzby92,What Do I Know?,2017-03-03,ed sheeran what do i know?
"Pitbull, El Chombo, Karol G, Cutty Ranks",178366.0,False,5BVMLKioofuSf51g1DKDP9,Dame Tu Cosita (feat. Cutty Ranks) - Radio Version,2018-08-29,el chombo dame tu cosita
Ella Mai,256063.0,False,0At2qAoaVjIwWNAqrscXli,Boo'd Up,2017-02-22,ella mai boo'd up
Eminem,315346.0,True,4iTyf5pLZMOR8YrEZgSopo,Believe,2017-12-15,eminem believe
"Eminem, Ed Sheeran",221013.0,True,1cS0TgbR263ey9jn0MwD2s,River (feat. Ed Sheeran),2017-12-15,eminem river
Eminem,370133.0,True,6IvespQWGW4USXwexlVKDm,Untouchable,2017-12-15,eminem untouchable
"Eminem, Beyoncé",303640.0,True,7CcoUAtUcYhUfBsmtn0ajO,Walk On Water (feat. Beyoncé),2017-12-15,eminem walk on water
"Enrique Iglesias, Bad Bunny",228138.0,False,2vvdTrdryjsl8DmPIMDWZU,EL BAÑO,2018-01-12,enrique iglesias el bano
"Enrique Iglesias, Descemer Bueno, Zion & Lennox",208162.0,False,7nKBxz47S9SD79N086fuhn,SUBEME LA RADIO,2017-02-24,enrique iglesias subeme la radio
Eric Church,199213.0,False,0ipcmHor30Y8p6hCd8QUVq,Kill A Word,2015-11-11,eric church kill a word
Eric Church,214626.0,False,52ioLaTnO2J7BWY8UN2n9D,Round Here Buzz,2015-11-11,eric church round here buzz
Famous Dex,142000.0,True,5PTG6rrL6EPFD9E2QMI2pl,JAPAN,2018-04-06,famous dex japan
"Famous Dex, A$AP Rocky",191251.0,True,3ncgNpxLoBQ65ABk4djDyd,PICK IT UP (feat. A$AP Rocky),2017-10-20,famous dex pick it up
"Farruko, Nicki Minaj, Bad Bunny, 21 Savage, Rvssian",237160.0,True,038kavjqUaGIYZL5lYocvX,Krippy Kush - Remix,2017-11-21,"farruko, nicki minaj, bad bunny, 21 savage krippy kush"
"Fifth Harmony, Gucci Mane",165200.0,False,0XQHz5C8PknyrEhyrKxVKa,Down,2017-10-29,fifth harmony down
Fitz and The Tantrums,193253.0,False,4qRaZYiaOsSvWC7VgcxrI0,HandClap,2017-07-24,fitz and the tantrums handclap
"Flo Rida, 99 Percent",157164.0,False,6t2ubAB4iSYOuIpRAOGd4t,Cake - Challenge Version,2016-12-16,flo rida cake
"Florida Georgia Line, Backstreet Boys",183413.0,False,4VFE6ZNqa8jHAmbYICoAFg,"God, Your Mama, And Me",2016-08-26,"florida georgia line god, your mama, and me"
Florida Georgia Line,185200.0,False,4L9Ds4mpD3SuYoWwFUlv16,Simple,2019-02-15,florida georgia line simple
Florida Georgia Line,170200.0,False,31x4wWBghN7f5PiEZUmcAW,Smooth,2016-08-26,florida georgia line smooth
Foster The People,243146.0,False,4BdGO1CaObRD4La9l5Zanz,Sit Next to Me,2017-07-21,foster the people sit next to me
Frank Ocean,210285.0,True,6Nle9hKrkL1wQpwNfEkxjh,Chanel,2017-03-10,frank ocean chanel
"French Montana, The Weeknd, Max B",226790.0,True,1vVNlXi8gf8tZ7OhnEs4VE,A Lie,2017-07-14,french montana a lie
"French Montana, Swae Lee",233901.0,True,3B54sVLJ402zGa6Xm4YGNe,Unforgettable,2017-07-14,french montana unforgettable
Future,187748.0,True,3IJ6BBFLD2I2CH3hHFQj3O,4 da Gang,2017-10-20,future 4 da gang
"Future, Young Thug",204960.0,True,1wWRtPIKD7ZNvtsrzLyTev,All da Smoke,2017-10-20,future all da smoke
"Future, The Weeknd",254369.0,True,1B87ZDrD3Pno9hS4stamWO,Comin Out Strong,2017-07-27,future comin out strong
Future,225134.0,True,4GkkxswcdEt1tkSyiRzgnC,Draco,2017-06-30,future draco
"Future, YG",246173.0,True,1tlBuoIRrtqFs9bE9dmli5,Extra Luv,2017-06-30,future extra luv
Future,166693.0,True,3lyeSiAIdLoZUHhV8psOTI,Feed Me Dope,2017-10-20,future feed me dope
Future,204600.0,True,0VgkVdmE4gld66l8iyGjgx,Mask Off,2017-06-30,future mask off
"Future, Young Thug",144142.0,True,06Gyf2pFDVmN5K8XAawG96,No Cap,2017-10-20,future no cap
"Future, Young Thug, Offset",189480.0,True,7r6LNJT2LqpLpEyZQJPygt,Patek Water,2017-10-20,future patek water
Future,265366.0,True,5W9QCBJ6Em0XWX333YrNhc,Rent Money,2017-06-30,future rent money
"Future, Rihanna",251422.0,True,6yHkPtl6UQ7RjtJLBPzbJw,Selfish,2017-07-27,future selfish
Future,230129.0,True,4XaW4jIud5YxwV4QRJOb40,Super Trapper,2017-06-30,future super trapper
"Lil Durk, Future",262328.0,True,6lCa8pjIU9n3nVI0r62EdM,Spin The Block (feat. Future),2018-11-09,future three
"Future, Drake",180520.0,True,3V8sM5OOG6YfDuDLa2IIYJ,Used to This,2016-11-04,future used to this
"Future, Nicki Minaj",242933.0,True,4AFgK4wP1iD5i8BYaLr9Vf,You Da Baddest,2017-07-27,future you da baddest
Future,278429.0,True,2IG6Te7JyvrtqhFeOF7le4,Zoom,2017-06-30,future zoom
"G-Eazy, Kehlani",225525.0,False,1Eck97uRMlprKOOJN9oO1E,Good Life (with G-Eazy & Kehlani),2017-03-16,g-eazy good life
"G-Eazy, Halsey",268866.0,True,5k38wzpLb15YgncyWdTZE4,Him & I (with Halsey),2017-12-15,g-eazy him & i
"G-Eazy, A$AP Rocky, Cardi B",245386.0,True,2Xqd0wUttjueBfdcltADOv,No Limit,2017-09-07,g-eazy no limit
"G-Eazy, Marc E. Bassy",222466.0,True,1Bqxj0aH5KewYHKUg1IdrF,Some Kind Of Drug,2015-12-04,g-eazy some kind of drug
G-Eazy,250293.0,True,7fOPVfABNLg3sxtgXBhBdp,The Plan,2017-12-15,g-eazy the plan
The Karaoke Studio,211570.0,False,55YVVetvm37z3oTHrdD5dV,Ask Me How I Know (In the Style of Garth Brooks) [Karaoke Vesion],2017-12-17,garth brooks ask me how i know
"GoldLink, Brent Faiyaz, Shy Glizzy",176702.0,True,15EPc80XuFrb2LmOzGjuRg,Crew (feat. Brent Faiyaz & Shy Glizzy),2017-03-24,goldlink crew
"Gorillaz, George Benson",197933.0,False,3NeiYiBn3rQBgurfVk92Zm,Humility (feat. George Benson),2018-06-29,gorillaz humility
Granger Smith,170093.0,False,1LZNdHSaGjV2S9q8BrZwnh,If the Boot Fits,2016-03-04,granger smith if the boot fits
"Gucci Mane, Drake",190311.0,True,5tFep7dXGd7vEJ668wTPux,Both (feat. Drake),2016-12-16,gucci mane both
"Gucci Mane, The Weeknd",161989.0,True,2yuyaYAELoMG4ApV5wJsWR,Curve (feat. The Weeknd),2017-10-13,gucci mane curve
"Gucci Mane, Migos",233087.0,True,1XRgIKC5TPwo7nWGyKqgG0,I Get The Bag (feat. Migos),2017-10-13,gucci mane i get the bag
"Gucci Mane, Nicki Minaj",300160.0,True,2jIT1TfSIjVik7Qu1B6P5h,Make Love,2017-10-13,gucci mane make love
"Gucci Mane, Offset",209142.0,True,2XaInsPPUkZRkY4uFJ3AHK,Met Gala (feat. Offset),2017-05-26,gucci mane met gala
"Gucci Mane, Slim Jxmmi, Young Dolph",316053.0,True,17DjWsC0G9YQtAiepG3c5v,Stunting Ain't Nuthin (feat. Slim Jxmmi & Young Dolph),2017-10-13,gucci mane stunting ain't nuthin
H.E.R.,200133.0,False,3tZs3nVjySLbL320lP4mvs,Focus,2017-10-20,h.e.r. focus
"Hailee Steinfeld, Alesso, Florida Georgia Line, watt",174800.0,False,5Gu0PDLN4YJeW75PpBSg9p,"Let Me Go (with Alesso, Florida Georgia Line & watt)",2017-09-08,hailee steinfeld let me go
Hailee Steinfeld,204400.0,False,10GJQkjRJcZhGTLagFOC62,Most Girls,2017-04-28,hailee steinfeld most girls
"Hailee Steinfeld, Grey, Zedd",181880.0,False,4Ce37cRWvM1vIGGynKcs22,Starving,2016-07-22,hailee steinfeld starving
Halsey,205660.0,False,2Te14aSrBgFj1CE2sBBVMX,Alone,2017-06-02,halsey alone
Halsey,181279.0,False,7y9iMe8SOB6z3NoHE2OfXl,Bad At Love,2017-06-02,halsey bad at love
Halsey,214801.0,False,7i2DJ88J7jQ8K7zqFX2fW8,Now Or Never,2017-06-02,halsey now or never
"Halsey, Lauren Jauregui",221205.0,False,11EDhDAVDtGPoSar6ootYA,Strangers,2017-06-02,halsey strangers
Harry Styles,340706.0,False,5Ohxk2dO5COHF1krpoPigN,Sign of the Times,2017-05-12,harry styles sign of the times
Harry Styles,224866.0,False,5kRPPEWFJIMox5qIkQkiz5,Sweet Creature,2017-05-12,harry styles sweet creature
Hey Violet,213694.0,True,0Xm8tw6qikotb8FAOZ2ks7,Guys My Age,2017-06-16,hey violet guys my age
High Valley,180301.0,False,2p2cCrOaNrIOLk5ArtlHy6,She's With Me,2016-11-18,high valley she's with me
"Hugh Jackman, Keala Settle, Zac Efron, Zendaya, The Greatest Showman Ensemble",302146.0,False,4ylWMuGbMXNDgDd8lErEle,The Greatest Show,2017-12-08,"hugh jackman, keala settle, zac efron, zendaya the greatest show"
Imagine Dragons,204346.0,False,0pqnGHJpmpxLKifKRmU6WP,Believer,2017-06-23,imagine dragons believer
Imagine Dragons,187146.0,False,1zB4vmk8tFRmM9UULNzbLB,Thunder,2017-06-23,imagine dragons thunder
Imagine Dragons,201240.0,False,6Qn5zhYkTa37e91HC1D7lb,Whatever It Takes,2017-06-23,imagine dragons whatever it takes
"J Balvin, Willy William",189440.0,False,4ipnJyDU3Lq15qBAYNqlqK,Mi Gente,2017-06-30,j balvin mi gente
J. Cole,190176.0,True,7EulRO07ZgchxqKUHb8Pvc,1985 - Intro to “The Fall Off”,2018-04-20,j. cole 1985 (intro to the fall off)
J. Cole,216726.0,True,2UciqgwVDwro0fev3MFbxJ,ATM,2018-04-20,j. cole atm
J. Cole,315771.0,True,5sWbwccBcyHsg5LEKWGZo9,BRACKETS,2018-04-20,j. cole brackets
J. Cole,264746.0,True,6I6NX6tjGsxFAsIfGzY9lJ,Deja Vu,2016-12-09,j. cole deja vu
"J. Cole, kiLL edward",257646.0,True,6onwlDmIVKE8bBgyBRSuS0,FRIENDS (feat. kiLL edward),2018-04-20,j. cole friends
J. Cole,190176.0,True,7EulRO07ZgchxqKUHb8Pvc,1985 - Intro to “The Fall Off”,2018-04-20,j. cole intro
J. Cole,191436.0,True,7yotKA30dwTKNEGomV9ZsI,KOD,2018-04-20,j. cole kod
J. Cole,200309.0,True,6tZ3b7ik1QDXFAZlXib0YZ,Kevin’s Heart,2018-04-20,j. cole kevin's heart
J. Cole,133921.0,True,1AT4xjNarTswd0UZ5FlmKF,Motiv8,2018-04-20,j. cole motiv8
J. Cole,197821.0,True,0Px86mRlxdB3YqpK6KXWlr,Once an Addict - Interlude,2018-04-20,j. cole once an addict (interlude)
J. Cole,218953.0,True,0bhnUFDQFCEHCBlsQfHnj5,Photograph,2018-04-20,j. cole photograph
"J. Cole, kiLL edward",237295.0,True,3rFF7kSm5qBOOPs6ljFgPp,The Cut Off (feat. kiLL edward),2018-04-20,j. cole the cut off
J. Cole,286729.0,True,5Lgqu1th1KqlG97OF2gWGe,Window Pain - Outro,2018-04-20,j. cole window pain (outro)
Karaoke Station,298012.0,False,1g2rFNzFQO2kj7SuDRCAvf,4:44 (Karaoke Version) (Originally Performed by JAY-Z),2017-08-16,jay-z 4:44
DailyHeatChecc,119067.0,False,1V6CqDyFSx6iMbvqi09xO3,Jay Z Bam (Instrumental),2018-01-26,jay-z bam
"Kendrick Lamar, JAY Z",278800.0,True,7ALEBJ8LOQqXVJ2tqnXtoH,"Bitch, Don’t Kill My Vibe - Remix",2012,jay-z kill jay z
Karaoke Station,237134.0,False,016wHHFlmCssVY2bOkS0ev,The Story of O.J. (Karaoke Version) (Originally Performed by Jay-Z),2017-08-02,jay-z the story of o.j.
Jacquees,236146.0,True,1B6TmCvKjC4dopBohVW51x,B.E.D.,2018-09-07,jacquees b.e.d.
Jake Owen,188013.0,False,3dlCF1mzW1UKMOb4b1XN17,I Was Jack (You Were Diane),2019-03-29,jake owen i was jack (you were diane)
"Jake Paul, Team 10",217678.0,True,4l62h4tiuUwn7eD6hxMlVQ,It's Everyday Bro,2017-05-30,jake paul it's everyday bro
2017 Canz Duo,248006.0,False,6ZxjRoKGEOQAx27GfMKJIs,Jerika (Tribute to Jake Paul),2017-07-24,jake paul jerika
James Arthur,211466.0,False,5uCax9HTNlzGybIStD3vDh,Say You Won't Let Go,2016-10-28,james arthur say you won't let go
Janelle Monáe,194230.0,True,5gW5dSy3vXJxgzma4rQuzH,Make Me Feel,2018-04-27,janelle monae make me feel
Jason Aldean,203293.0,False,4T5Z4mbTe7kuGqgLpaRtTh,Any Ol' Barstool,2016-09-09,jason aldean any ol' barstool
"Jason Aldean, Miranda Lambert",202066.0,False,2dwoqUYTy6SOy1dFqcTndC,Drowns The Whiskey (feat. Miranda Lambert),2018-04-13,jason aldean drowns the whiskey
Jason Aldean,203293.0,False,4T5Z4mbTe7kuGqgLpaRtTh,Any Ol' Barstool,2016-09-09,jason aldean they don't know
Jason Aldean,196800.0,False,2ZxTjs4EdJl4Y9YByIiNoo,You Make It Easy,2018-01-26,jason aldean you make it easy
"Jason Derulo, Nicki Minaj, Ty Dolla $ign",216408.0,True,6kex4EBAj0WHXDKZMEJaaF,Swalla (feat. Nicki Minaj & Ty Dolla $ign),2017-02-23,jason derulo swalla
"Jay Rock, Kendrick Lamar, Future, James Blake",229670.0,True,51rXHuKN8Loc4sUlKPODgH,"King's Dead (with Kendrick Lamar, Future & James Blake)",2018-01-12,"jay rock, kendrick lamar, future king's dead"
"Jennifer Lopez, DJ Khaled, Cardi B",213750.0,False,22mQXNE0nCuWq4yOwcadIn,Dinero,2018-05-17,jennifer lopez dinero
"Jhene Aiko, Swae Lee",276960.0,True,2pg2TiYo9Rb8KeB5JjP7jS,Sativa,2017-09-22,jhene aiko sativa
John Legend,210293.0,False,6nxQdXa1uAL0rY72wPZu89,Love Me Now,2016-12-02,john legend love me now
Jon Bellion,217603.0,True,0SuLAslEMFZAXf0SwY7syi,All Time Low,2016-06-10,jon bellion all time low
Jon Pardi,201893.0,False,7f08qp3HROTkfrtNpiYGGo,Dirt On My Boots,2016-05-13,jon pardi dirt on my boots
Jon Pardi,205200.0,False,0w3Q14i073jLoew1hgJkwD,Heartache On The Dance Floor,2016-05-13,jon pardi heartache on the dance floor
Jordan Davis,182666.0,False,4LiMQ6G9n84rDUBs9wtwz6,Singles You Up,2018-03-23,jordan davis singles you up
José Feliciano,182066.0,False,0oPdaY4dXtc3ZsaG17V972,Feliz Navidad,2002-09-24,jose feliciano feliz navidad
Josh Turner,215080.0,False,5C6uh95eAL0RBTSGXKQwvk,Hometown Girl,2017-03-10,josh turner hometown girl
"Joyner Lucas, Chris Brown",219733.0,True,34I0nBvoE0ZXmqbKiJ5BWS,Stranger Things,2018-02-25,joyner lucas stranger things
Juice WRLD,165819.0,True,4VXIryQMWpIdGgYR4TrjT1,All Girls Are The Same,2018-12-10,juice wrld all girls are the same
Juice WRLD,191840.0,True,1Knctxx9vGZxpZfF66BIEa,Legends,2018-06-22,juice wrld legends
Juice WRLD,239835.0,True,285pBltuF7vW8TeWk8hdRR,Lucid Dreams,2018-12-10,juice wrld lucid dreams
Julia Michaels,176320.0,False,7vu0JkJh0ldukEYbTVcqd0,Issues,2017-07-28,julia michaels issues
"Justin Bieber, BloodPop®",189466.0,False,7iNIg7XDEaYECfWD5dJ9Va,Friends (with BloodPop®),2017-08-17,justin bieber + bloodpop friends
Justin Moore,165173.0,False,3n2A6l4UayVe3GGKCvfQWV,Somebody Else Will,2016-01-01,justin moore somebody else will
Justin Timberlake,237546.0,False,1WkMMavIMc4JZ8cfMmxHkI,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",2016-09-23,justin timberlake can't stop the feeling!
Justin Timberlake,293946.0,False,1L3NV7VrCiuE8C5QlhdeQL,Filthy,2018-01-05,justin timberlake filthy
"Justin Timberlake, Chris Stapleton",278893.0,False,1LhMopPAallLeaeNutqbgS,Say Something,2018-02-02,justin timberlake man of the woods
"Justin Timberlake, Chris Stapleton",278893.0,False,09ts3GnICqYEU5PkQCpJK3,Say Something,2018-01-25,justin timberlake say something
Justin Timberlake,225600.0,False,6jT85s2dZ55HBqjXYi2rfI,Supplies,2018-02-02,justin timberlake supplies
"KIDS SEE GHOSTS, Louis Prima",153351.0,True,6JyEh4kl9DLwmSAoNDRn5b,4th Dimension,2018-06-08,kids see ghosts 4th dimension
KIDS SEE GHOSTS,197000.0,True,4kUZvXB3LC3an3HX6h0s17,Cudi Montage,2018-06-08,kids see ghosts cudi montage
"KIDS SEE GHOSTS, Pusha T",165053.0,True,3aUFrxO1B8EW63QchEl3wX,Feel The Love,2018-06-08,kids see ghosts feel the love
KIDS SEE GHOSTS,140526.0,True,7oHkit3F3vimtsBbnZkU0G,Fire,2018-06-08,kids see ghosts fire
"KIDS SEE GHOSTS, Ty Dolla $ign",206605.0,True,7GRTrWsP3yo2Fx8umJfA1X,Freeee (Ghost Town Pt. 2),2018-06-08,"kids see ghosts freeee (ghost town, pt. 2)"
KIDS SEE GHOSTS,324674.0,True,4RVbK6cV0VqWdpCDcx3hiT,Reborn,2018-06-08,kids see ghosts kids see ghosts
KIDS SEE GHOSTS,324674.0,True,4RVbK6cV0VqWdpCDcx3hiT,Reborn,2018-06-08,kids see ghosts reborn
"KYLE, Lil Yachty",253106.0,True,2EEeOnHehOozLq4aS0n6SL,iSpy (feat. Lil Yachty),2016-12-02,kyle ispy
KALEO,213706.0,False,0y1QJc3SJVPKJ1OvFmFqe6,Way Down We Go,2016-06-10,kaleo way down we go
Kane Brown,191733.0,False,4iLeL1aYGcQBsYcWIhXIUO,Found You,2017-10-06,kane brown found you
Kane Brown,179506.0,False,1HXy5I3HTWq8OvxCn0z7G7,Heaven,2017-10-06,kane brown heaven
Kane Brown,178986.0,False,5tFgCPC2Hdw4qu9b7RkWhR,Lose It,2018-11-09,kane brown lose it
"Kane Brown, Lauren Alaina",188253.0,False,7zVCrzzEJU7u24sbJPXA5W,What Ifs,2016-12-02,kane brown what ifs
Kanye West,145506.0,True,3U21A07gAloCc4P7J8rxcn,All Mine,2018-06-01,kanye west all mine
"Kanye West, PARTYNEXTDOOR",271386.0,True,7vgTNTaEz3CsBZ1N4YQalM,Ghost Town,2018-06-01,kanye west ghost town
Kanye West,274186.0,True,0yhxBvedRdGxsPZHJNI4VA,I Thought About Killing You,2018-06-01,kanye west i thought about killing you
Kanye West,123040.0,True,35KV2Nuib6jPMVN00O8iba,No Mistakes,2018-06-01,kanye west no mistakes
Kanye West,215320.0,True,3s7MCdXyWmwjdcWh7GWXas,Violent Crimes,2018-06-01,kanye west violent crimes
"Kanye West, PARTYNEXTDOOR",205546.0,True,1nGoy0cEj0extAwXYNYTWd,Wouldn't Leave,2018-06-01,kanye west wouldn't leave
Kanye West,202641.0,True,69b0SDYOymaqYwm3la237H,Ye vs. the People (starring TI as the People),2018-04-28,kanye west ye vs the people
Kanye West,188773.0,True,1qsHYUd2c1wFGcn7e63QmG,Yikes,2018-06-01,kanye west yikes
"Katy Perry, Migos",227813.0,False,4rHmKlFRiFzabiVO6e9w2e,Bon appétit,2017-06-09,katy perry bon appetit
"Katy Perry, Skip Marley",237733.0,False,7qvxFz3JodM0A7xEM7k3YD,Chained To The Rhythm,2017-06-09,katy perry chained to the rhythm
"Katy Perry, Nicki Minaj",242520.0,True,3OtMnyUaiipcAT23A8liyi,Swish Swish,2017-06-09,katy perry swish swish
"Keala Settle, The Greatest Showman Ensemble",234706.0,False,45aBsnKRWUzhwbcqOJLwfe,This Is Me,2017-12-08,keala settle this is me
Keith Urban,230600.0,False,6wycnu8FWXsj68ig7BEot9,Blue Ain't Your Color,2016-05-06,keith urban blue ain't your color
"Keith Urban, Julia Michaels",213938.0,False,4pWb8UZ6IPVJA3CPjCNgzq,Coming Home,2018-04-27,keith urban coming home
Keith Urban,195316.0,False,1t34UsQ634a233qysq6D6L,Female,2018-04-27,keith urban female
"Keith Urban, Carrie Underwood",184040.0,False,5OUSPcqhYTOzpbXzoEvKim,The Fighter,2016-05-06,keith urban the fighter
Kelly Clarkson,172426.0,False,16QN8cBubEq706vNtPpOME,Love So Soft,2017-10-27,kelly clarkson love so soft
Kelsea Ballerini,244466.0,False,6vlxmQGwmlyp07YjkugV6K,Legends,2018-10-26,kelsea ballerini legends
Kelsea Ballerini,194413.0,False,2WaOQWSv0D1tZNxyLvnGAI,Yeah Boy,2015-05-18,kelsea ballerini yeah boy
"Kendrick Lamar, SZA",232186.0,True,3GCdLUSnKSMJhs4Tj6CV3s,All The Stars (with SZA),2018-02-09,kendrick lamar all the stars
"Kendrick Lamar, Travis Scott",221826.0,True,5cXg9IQS34FzLVdHhp7hu7,Big Shot (with Travis Scott),2018-02-09,kendrick lamar big shot
"The Weeknd, Kendrick Lamar",211440.0,True,77UjLW8j5UAGAGVGhR5oUK,Pray For Me (with Kendrick Lamar),2018-02-09,kendrick lamar black panther
Kendrick Lamar,118066.0,True,1n4jwRVXdkK2U34nBDUKKT,BLOOD.,2017-04-14,kendrick lamar blood.
Kendrick Lamar,185946.0,True,6HZILIRieu8S0iqY8kIKhj,DNA.,2017-04-14,kendrick lamar dna.
Kendrick Lamar,248613.0,True,0y9uTzK9cNKSAEHnpeRG8C,DUCKWORTH.,2017-04-14,kendrick lamar duckworth.
Kendrick Lamar,208733.0,True,1EaKU4dMbesXXd3BrLCtYG,ELEMENT.,2017-04-14,kendrick lamar element.
Kendrick Lamar,460573.0,True,23luOrEVHMfoX0AhfbQuS6,FEAR.,2017-04-14,kendrick lamar fear.
Kendrick Lamar,214826.0,True,2LTlO3NuNVN70lp2ZbVswF,FEEL.,2017-04-14,kendrick lamar feel.
